die_id,stack_id,disposition
D0001074,S000105,assembled
D0001075,S000084,assembled
D0001076,S000127,assembled
D0001077,S000072,assembled
D0001078,S000101,assembled
D0001079,S000115,assembled
D0001080,S000120,assembled
D0001081,S000098,assembled
D0001082,S000075,assembled
D0001083,S000108,assembled
D0001084,S000122,assembled
D0001085,S000065,assembled
D0001086,S000090,assembled
D0001087,S000097,assembled
D0001088,,screen_rejected
D0001089,S000074,assembled
D0001090,S000116,assembled
D0001091,S000120,assembled
D0001092,S000071,assembled
D0001093,S000067,assembled
D0001094,S000124,assembled
D0001095,S000076,assembled
D0001096,S000114,assembled
D0001097,S000115,assembled
D0001098,S000117,assembled
D0001099,S000071,assembled
D0001100,S000112,assembled
D0001101,S000104,assembled
D0001102,S000126,assembled
D0001103,S000075,assembled
D0001104,S000089,assembled
D0001105,S000095,assembled
D0001106,S000092,assembled
D0001107,S000067,assembled
D0001108,S000093,assembled
D0001109,S000067,assembled
D0001110,S000081,assembled
D0001111,S000109,assembled
D0001112,S000099,assembled
D0001113,S000084,assembled
D0001114,S000100,assembled
D0001115,S000122,assembled
D0001116,S000103,assembled
D0001117,S000103,assembled
D0001118,S000110,assembled
D0001119,S000103,assembled
D0001120,S000091,assembled
D0001121,S000118,assembled
D0001122,,eligible_unassigned
D0001123,S000071,assembled
D0001124,S000091,assembled
D0001125,S000105,assembled
D0001126,S000110,assembled
D0001127,S000094,assembled
D0001128,S000114,assembled
D0001129,S000069,assembled
D0001130,S000092,assembled
D0001131,S000075,assembled
D0001132,S000065,assembled
D0001133,S000093,assembled
D0001134,S000096,assembled
D0001135,S000121,assembled
D0001136,S000113,assembled
D0001137,S000085,assembled
D0001138,S000120,assembled
D0001139,S000087,assembled
D0001140,S000067,assembled
D0001141,S000065,assembled
D0001142,S000069,assembled
D0001143,S000109,assembled
D0001144,S000086,assembled
D0001145,S000073,assembled
D0001146,S000083,assembled
D0001147,S000115,assembled
D0001148,S000109,assembled
D0001149,S000111,assembled
D0001150,S000121,assembled
D0001151,S000080,assembled
D0001152,S000099,assembled
D0001153,S000095,assembled
D0001154,S000087,assembled
D0001155,S000109,assembled
D0001156,S000090,assembled
D0001157,S000080,assembled
D0001158,S000066,assembled
D0001159,S000092,assembled
D0001160,S000079,assembled
D0001161,S000077,assembled
D0001162,S000097,assembled
D0001163,S000115,assembled
D0001164,S000068,assembled
D0001165,S000100,assembled
D0001166,S000101,assembled
D0001167,S000089,assembled
D0001168,S000073,assembled
D0001169,S000107,assembled
D0001170,S000124,assembled
D0001171,S000096,assembled
D0001172,S000119,assembled
D0001173,S000072,assembled
D0001174,S000102,assembled
D0001175,S000127,assembled
D0001176,S000100,assembled
D0001177,S000119,assembled
D0001178,S000098,assembled
D0001179,S000113,assembled
D0001180,S000103,assembled
D0001181,S000078,assembled
D0001182,S000086,assembled
D0001183,S000093,assembled
D0001184,S000123,assembled
D0001185,S000111,assembled
D0001186,S000117,assembled
D0001187,S000084,assembled
D0001188,S000098,assembled
D0001189,S000098,assembled
D0001190,S000068,assembled
D0001191,S000104,assembled
D0001192,S000126,assembled
D0001193,S000104,assembled
D0001194,S000072,assembled
D0001195,S000072,assembled
D0001196,S000081,assembled
D0001197,,screen_rejected
D0001198,S000119,assembled
D0001199,S000094,assembled
D0001200,S000069,assembled
D0001201,S000106,assembled
D0001202,S000078,assembled
D0001203,S000112,assembled
D0001204,S000086,assembled
D0001205,S000072,assembled
D0001206,,screen_rejected
D0001207,S000127,assembled
D0001208,S000070,assembled
D0001209,S000112,assembled
D0001210,S000064,assembled
D0001211,S000077,assembled
D0001212,S000126,assembled
D0001213,S000097,assembled
D0001214,S000099,assembled
D0001215,S000082,assembled
D0001216,S000105,assembled
D0001217,S000107,assembled
D0001218,S000125,assembled
D0001219,S000088,assembled
D0001220,S000127,assembled
D0001221,S000127,assembled
D0001222,S000070,assembled
D0001223,S000065,assembled
D0001224,S000074,assembled
D0001225,S000069,assembled
D0001226,S000107,assembled
D0001227,S000121,assembled
D0001228,S000082,assembled
D0001229,,eligible_unassigned
D0001230,S000071,assembled
D0001231,S000101,assembled
D0001232,S000121,assembled
D0001233,S000121,assembled
D0001234,S000105,assembled
D0001235,S000100,assembled
D0001236,S000065,assembled
D0001237,S000083,assembled
D0001238,S000079,assembled
D0001239,S000120,assembled
D0001240,S000091,assembled
D0001241,S000110,assembled
D0001242,S000093,assembled
D0001243,S000068,assembled
D0001244,S000101,assembled
D0001245,S000082,assembled
D0001246,S000098,assembled
D0001247,S000094,assembled
D0001248,S000090,assembled
D0001249,S000081,assembled
D0001250,S000080,assembled
D0001251,S000091,assembled
D0001252,S000102,assembled
D0001253,S000079,assembled
D0001254,S000083,assembled
D0001255,S000078,assembled
D0001256,S000118,assembled
D0001257,S000123,assembled
D0001258,S000083,assembled
D0001259,S000119,assembled
D0001260,S000121,assembled
D0001261,S000069,assembled
D0001262,S000067,assembled
D0001263,S000101,assembled
D0001264,S000114,assembled
D0001265,S000104,assembled
D0001266,S000091,assembled
D0001267,S000080,assembled
D0001268,S000112,assembled
D0001269,S000104,assembled
D0001270,S000125,assembled
D0001271,S000122,assembled
D0001272,S000068,assembled
D0001273,S000096,assembled
D0001274,S000075,assembled
D0001275,S000125,assembled
D0001276,,screen_rejected
D0001277,S000082,assembled
D0001278,S000074,assembled
D0001279,S000087,assembled
D0001280,S000122,assembled
D0001281,S000088,assembled
D0001282,S000113,assembled
D0001283,S000071,assembled
D0001284,S000108,assembled
D0001285,S000124,assembled
D0001286,,screen_rejected
D0001287,S000118,assembled
D0001288,S000067,assembled
D0001289,S000127,assembled
D0001290,S000117,assembled
D0001291,S000120,assembled
D0001292,S000096,assembled
D0001293,S000092,assembled
D0001294,S000108,assembled
D0001295,S000121,assembled
D0001296,S000111,assembled
D0001297,S000107,assembled
D0001298,S000113,assembled
D0001299,,eligible_unassigned
D0001300,S000111,assembled
D0001301,S000116,assembled
D0001302,S000125,assembled
D0001303,S000118,assembled
D0001304,S000124,assembled
D0001305,S000123,assembled
D0001306,S000087,assembled
D0001307,S000076,assembled
D0001308,S000077,assembled
D0001309,S000101,assembled
D0001310,S000090,assembled
D0001311,S000121,assembled
D0001312,S000087,assembled
D0001313,S000112,assembled
D0001314,S000127,assembled
D0001315,S000097,assembled
D0001316,S000086,assembled
D0001317,S000123,assembled
D0001318,S000107,assembled
D0001319,S000080,assembled
D0001320,,screen_rejected
D0001321,S000116,assembled
D0001322,S000074,assembled
D0001323,S000070,assembled
D0001324,S000070,assembled
D0001325,S000094,assembled
D0001326,S000107,assembled
D0001327,S000096,assembled
D0001328,S000086,assembled
D0001329,S000107,assembled
D0001330,S000076,assembled
D0001331,S000064,assembled
D0001332,S000098,assembled
D0001333,S000083,assembled
D0001334,S000076,assembled
D0001335,,screen_rejected
D0001336,S000075,assembled
D0001337,,screen_rejected
D0001338,S000066,assembled
D0001339,S000072,assembled
D0001340,S000088,assembled
D0001341,S000067,assembled
D0001342,S000111,assembled
D0001343,S000114,assembled
D0001344,S000102,assembled
D0001345,S000124,assembled
D0001346,S000125,assembled
D0001347,S000072,assembled
D0001348,,screen_rejected
D0001349,S000114,assembled
D0001350,S000074,assembled
D0001351,S000069,assembled
D0001352,S000103,assembled
D0001353,S000092,assembled
D0001354,S000101,assembled
D0001355,S000069,assembled
D0001356,S000088,assembled
D0001357,,screen_rejected
D0001358,S000085,assembled
D0001359,S000106,assembled
D0001360,S000074,assembled
D0001361,S000117,assembled
D0001362,S000125,assembled
D0001363,,screen_rejected
D0001364,S000077,assembled
D0001365,S000069,assembled
D0001366,S000073,assembled
D0001367,S000088,assembled
D0001368,S000108,assembled
D0001369,S000093,assembled
D0001370,S000083,assembled
D0001371,S000092,assembled
D0001372,S000108,assembled
D0001373,S000118,assembled
D0001374,S000115,assembled
D0001375,S000077,assembled
D0001376,S000102,assembled
D0001377,S000093,assembled
D0001378,S000074,assembled
D0001379,S000126,assembled
D0001380,S000085,assembled
D0001381,S000114,assembled
D0001382,S000073,assembled
D0001383,S000071,assembled
D0001384,S000079,assembled
D0001385,S000095,assembled
D0001386,S000065,assembled
D0001387,S000068,assembled
D0001388,S000081,assembled
D0001389,S000107,assembled
D0001390,S000070,assembled
D0001391,S000099,assembled
D0001392,S000111,assembled
D0001393,S000098,assembled
D0001394,S000083,assembled
D0001395,S000123,assembled
D0001396,S000064,assembled
D0001397,S000066,assembled
D0001398,S000124,assembled
D0001399,S000064,assembled
D0001400,S000077,assembled
D0001401,S000077,assembled
D0001402,S000091,assembled
D0001403,S000104,assembled
D0001404,S000112,assembled
D0001405,S000112,assembled
D0001406,S000102,assembled
D0001407,S000065,assembled
D0001408,S000081,assembled
D0001409,S000076,assembled
D0001410,S000126,assembled
D0001411,S000077,assembled
D0001412,S000094,assembled
D0001413,S000117,assembled
D0001414,S000072,assembled
D0001415,S000124,assembled
D0001416,S000112,assembled
D0001417,S000079,assembled
D0001418,S000098,assembled
D0001419,S000106,assembled
D0001420,S000101,assembled
D0001421,S000106,assembled
D0001422,S000070,assembled
D0001423,S000104,assembled
D0001424,S000090,assembled
D0001425,S000073,assembled
D0001426,S000120,assembled
D0001427,S000099,assembled
D0001428,S000121,assembled
D0001429,S000084,assembled
D0001430,,eligible_unassigned
D0001431,S000118,assembled
D0001432,S000096,assembled
D0001433,S000109,assembled
D0001434,S000078,assembled
D0001435,S000097,assembled
D0001436,S000074,assembled
D0001437,S000064,assembled
D0001438,S000084,assembled
D0001439,S000082,assembled
D0001440,S000107,assembled
D0001441,S000114,assembled
D0001442,S000100,assembled
D0001443,S000090,assembled
D0001444,S000123,assembled
D0001445,S000095,assembled
D0001446,S000089,assembled
D0001447,S000119,assembled
D0001448,S000109,assembled
D0001449,S000109,assembled
D0001450,S000105,assembled
D0001451,S000119,assembled
D0001452,S000087,assembled
D0001453,S000080,assembled
D0001454,S000115,assembled
D0001455,S000127,assembled
D0001456,S000118,assembled
D0001457,S000075,assembled
D0001458,S000096,assembled
D0001459,S000122,assembled
D0001460,S000073,assembled
D0001461,S000103,assembled
D0001462,S000092,assembled
D0001463,S000096,assembled
D0001464,S000109,assembled
D0001465,S000066,assembled
D0001466,S000089,assembled
D0001467,S000074,assembled
D0001468,S000113,assembled
D0001469,S000065,assembled
D0001470,S000123,assembled
D0001471,S000116,assembled
D0001472,S000110,assembled
D0001473,S000078,assembled
D0001474,S000067,assembled
D0001475,S000126,assembled
D0001476,S000123,assembled
D0001477,S000117,assembled
D0001478,S000126,assembled
D0001479,S000105,assembled
D0001480,,screen_rejected
D0001481,S000116,assembled
D0001482,S000119,assembled
D0001483,S000094,assembled
D0001484,S000119,assembled
D0001485,,screen_rejected
D0001486,S000102,assembled
D0001487,S000078,assembled
D0001488,S000068,assembled
D0001489,S000113,assembled
D0001490,S000066,assembled
D0001491,S000089,assembled
D0001492,S000079,assembled
D0001493,S000116,assembled
D0001494,S000071,assembled
D0001495,,screen_rejected
D0001496,S000065,assembled
D0001497,S000126,assembled
D0001498,S000078,assembled
D0001499,S000077,assembled
D0001500,S000091,assembled
D0001501,,screen_rejected
D0001502,S000087,assembled
D0001503,S000117,assembled
D0001504,S000092,assembled
D0001505,S000111,assembled
D0001506,S000110,assembled
D0001507,S000075,assembled
D0001508,S000125,assembled
D0001509,S000117,assembled
D0001510,S000101,assembled
D0001511,S000100,assembled
D0001512,S000093,assembled
D0001513,S000112,assembled
D0001514,S000068,assembled
D0001515,S000078,assembled
D0001516,S000098,assembled
D0001517,S000073,assembled
D0001518,S000098,assembled
D0001519,S000101,assembled
D0001520,S000109,assembled
D0001521,S000088,assembled
D0001522,S000075,assembled
D0001523,S000123,assembled
D0001524,S000076,assembled
D0001525,,eligible_unassigned
D0001526,S000089,assembled
D0001527,S000081,assembled
D0001528,S000094,assembled
D0001529,S000070,assembled
D0001530,S000076,assembled
D0001531,S000086,assembled
D0001532,S000122,assembled
D0001533,S000099,assembled
D0001534,S000077,assembled
D0001535,S000120,assembled
D0001536,S000088,assembled
D0001537,S000066,assembled
D0001538,S000068,assembled
D0001539,S000064,assembled
D0001540,S000080,assembled
D0001541,S000089,assembled
D0001542,S000108,assembled
D0001543,S000115,assembled
D0001544,S000085,assembled
D0001545,S000077,assembled
D0001546,S000099,assembled
D0001547,S000093,assembled
D0001548,S000106,assembled
D0001549,S000102,assembled
D0001550,S000120,assembled
D0001551,S000071,assembled
D0001552,S000091,assembled
D0001553,S000076,assembled
D0001554,S000084,assembled
D0001555,S000100,assembled
D0001556,S000114,assembled
D0001557,S000100,assembled
D0001558,S000080,assembled
D0001559,S000114,assembled
D0001560,S000077,assembled
D0001561,S000126,assembled
D0001562,S000102,assembled
D0001563,S000074,assembled
D0001564,S000074,assembled
D0001565,S000124,assembled
D0001566,S000125,assembled
D0001567,S000100,assembled
D0001568,S000113,assembled
D0001569,S000064,assembled
D0001570,S000120,assembled
D0001571,S000066,assembled
D0001572,S000064,assembled
D0001573,S000110,assembled
D0001574,S000075,assembled
D0001575,S000093,assembled
D0001576,S000080,assembled
D0001577,S000113,assembled
D0001578,S000095,assembled
D0001579,,eligible_unassigned
D0001580,S000089,assembled
D0001581,S000084,assembled
D0001582,S000117,assembled
D0001583,S000068,assembled
D0001584,S000122,assembled
D0001585,S000085,assembled
D0001586,S000122,assembled
D0001587,S000085,assembled
D0001588,S000067,assembled
D0001589,S000064,assembled
D0001590,S000096,assembled
D0001591,S000086,assembled
D0001592,S000115,assembled
D0001593,S000085,assembled
D0001594,S000094,assembled
D0001595,S000082,assembled
D0001596,S000065,assembled
D0001597,S000110,assembled
D0001598,S000097,assembled
D0001599,S000123,assembled
D0001600,S000081,assembled
D0001601,S000137,assembled
D0001602,S000157,assembled
D0001603,S000186,assembled
D0001604,S000169,assembled
D0001605,S000131,assembled
D0001606,S000190,assembled
D0001607,S000168,assembled
D0001608,S000162,assembled
D0001609,S000178,assembled
D0001610,S000139,assembled
D0001611,S000175,assembled
D0001612,S000190,assembled
D0001613,S000189,assembled
D0001614,S000143,assembled
D0001615,S000137,assembled
D0001616,,eligible_unassigned
D0001617,S000148,assembled
D0001618,S000162,assembled
D0001619,S000191,assembled
D0001620,S000157,assembled
D0001621,S000168,assembled
D0001622,S000160,assembled
D0001623,S000165,assembled
D0001624,S000190,assembled
D0001625,S000144,assembled
D0001626,S000182,assembled
D0001627,S000174,assembled
D0001628,S000165,assembled
D0001629,S000178,assembled
D0001630,,screen_rejected
D0001631,S000137,assembled
D0001632,S000167,assembled
D0001633,S000140,assembled
D0001634,S000164,assembled
D0001635,S000156,assembled
D0001636,S000184,assembled
D0001637,S000130,assembled
D0001638,S000156,assembled
D0001639,S000159,assembled
D0001640,S000184,assembled
D0001641,S000181,assembled
D0001642,S000183,assembled
D0001643,S000142,assembled
D0001644,,eligible_unassigned
D0001645,S000169,assembled
D0001646,S000145,assembled
D0001647,S000167,assembled
D0001648,S000158,assembled
D0001649,S000166,assembled
D0001650,S000178,assembled
D0001651,S000174,assembled
D0001652,S000152,assembled
D0001653,S000188,assembled
D0001654,S000170,assembled
D0001655,S000156,assembled
D0001656,S000136,assembled
D0001657,S000167,assembled
D0001658,S000175,assembled
D0001659,S000154,assembled
D0001660,,screen_rejected
D0001661,S000184,assembled
D0001662,S000163,assembled
D0001663,S000162,assembled
D0001664,S000184,assembled
D0001665,S000150,assembled
D0001666,S000133,assembled
D0001667,S000142,assembled
